"filename", "language", "C++", "CMake", "YAML", "Markdown", "Groovy", "Dart", "Properties", "XML", "Swift", "JSON", "Kotlin", "HTML", "Shell Script", "comment", "blank", "total"
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/lib/main.dart", "Dart", 0, 0, 0, 0, 0, -82, 0, 0, 0, 0, 0, 0, 0, -10, -12, -104
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/flutter/generated_plugins.cmake", "CMake", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/main.cc", "C++", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -4, -16
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/my_application.cc", "C++", -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -14, -50
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/my_application.h", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -6, -23
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/pubspec.yaml", "YAML", 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -31
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/test_driver/integration_test.dart", "Dart", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, -3, -3, -8
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/path_provider_linux.dart", "Dart", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -3, -2, -6
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id.dart", "Dart", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, -6, -2, -10
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id_real.dart", "Dart", 0, 0, 0, 0, 0, -55, 0, 0, 0, 0, 0, 0, 0, -12, -12, -79
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id_stub.dart", "Dart", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -4, -2, -7
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/path_provider_linux.dart", "Dart", 0, 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, 0, -15, -16, -93
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/pubspec.yaml", "YAML", 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -29
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/test/get_application_id_test.dart", "Dart", 0, 0, 0, 0, 0, -47, 0, 0, 0, 0, 0, 0, 0, -3, -13, -63
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/test/path_provider_linux_test.dart", "Dart", 0, 0, 0, 0, 0, -51, 0, 0, 0, 0, 0, 0, 0, -4, -10, -65
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/CHANGELOG.md", "Markdown", 0, 0, 0, -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -32
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/README.md", "Markdown", 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -13
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/lib/share_plus_linux.dart", "Dart", 0, 0, 0, 0, 0, -38, 0, 0, 0, 0, 0, 0, 0, -7, -8, -53
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/pubspec.yaml", "YAML", 0, 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -31
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/test/share_plus_linux_test.dart", "Dart", 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, 0, 0, 0, -1, -13, -70
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/CHANGELOG.md", "Markdown", 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -62
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/README.md", "Markdown", 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -12
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/README.md", "Markdown", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -9
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/integration_test/shared_preferences_test.dart", "Dart", 0, 0, 0, 0, 0, -86, 0, 0, 0, 0, 0, 0, 0, -3, -13, -102
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/lib/main.dart", "Dart", 0, 0, 0, 0, 0, -72, 0, 0, 0, 0, 0, 0, 0, -4, -14, -90
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux/flutter/generated_plugins.cmake", "CMake", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux/main.cc", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux/my_application.cc", "C++", -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -14, -49
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux/my_application.h", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -6, -23
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/pubspec.yaml", "YAML", 0, 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -5, -29
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/test_driver/integration_test.dart", "Dart", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, -3, -3, -8
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/lib/shared_preferences_linux.dart", "Dart", 0, 0, 0, 0, 0, -85, 0, 0, 0, 0, 0, 0, 0, -17, -16, -118
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/pubspec.yaml", "YAML", 0, 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -30
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/test/shared_preferences_linux_test.dart", "Dart", 0, 0, 0, 0, 0, -79, 0, 0, 0, 0, 0, 0, 0, -8, -24, -111
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/CHANGELOG.md", "Markdown", 0, 0, 0, -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -63
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/README.md", "Markdown", 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -12
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/README.md", "Markdown", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -9
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/integration_test/url_launcher_test.dart", "Dart", 0, 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, -4, -6, -21
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/lib/main.dart", "Dart", 0, 0, 0, 0, 0, -80, 0, 0, 0, 0, 0, 0, 0, -4, -12, -96
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux/flutter/generated_plugins.cmake", "CMake", 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -17
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux/main.cc", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -3, -11
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux/my_application.cc", "C++", -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -14, -49
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux/my_application.h", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -6, -23
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/pubspec.yaml", "YAML", 0, 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -5, -29
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/test_driver/integration_test.dart", "Dart", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, -3, -3, -8
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/lib/url_launcher_linux.dart", "Dart", 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, 0, 0, -5, -8, -55
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/include/url_launcher_linux/url_launcher_plugin.h", "C++", -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -11, -32
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/test/url_launcher_linux_test.cc", "C++", -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -10, -83
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/url_launcher_plugin.cc", "C++", -123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -34, -167
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/url_launcher_plugin_private.h", "C++", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -5, -15
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/pubspec.yaml", "YAML", 0, 0, -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -28
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/test/url_launcher_linux_test.dart", "Dart", 0, 0, 0, 0, 0, -125, 0, 0, 0, 0, 0, 0, 0, -5, -15, -145
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/generated_plugin_registrant.cc", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -16
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/generated_plugin_registrant.h", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -16
"/Users/xusun/Desktop/Flutter/offershow/linux/flutter/generated_plugins.cmake", "CMake", 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -25
"/Users/xusun/Desktop/Flutter/offershow/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, 0, 0, -3, -4, -23
"/Users/xusun/Desktop/Flutter/offershow/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -2, -22
"/Users/xusun/Desktop/Flutter/offershow/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, -68
"/Users/xusun/Desktop/Flutter/offershow/macos/Runner/Assets.xcassets/make_logo/command.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, -10
"/Users/xusun/Desktop/Flutter/offershow/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, -343, 0, 0, 0, 0, 0, 0, -1, -344
"/Users/xusun/Desktop/Flutter/offershow/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, 0, 0, -1, -5, -20
"/Users/xusun/Desktop/Flutter/offershow/pubspec.yaml", "YAML", 0, 0, -82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -7, -94
"/Users/xusun/Desktop/Flutter/offershow/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, 0, -18, -7, -105
"/Users/xusun/Desktop/Flutter/offershow/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, -1, -36
"/Users/xusun/Desktop/Flutter/offershow/windows/flutter/generated_plugin_registrant.cc", "C++", -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -15
"/Users/xusun/Desktop/Flutter/offershow/windows/flutter/generated_plugin_registrant.h", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -16
"/Users/xusun/Desktop/Flutter/offershow/windows/flutter/generated_plugins.cmake", "CMake", 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -25
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/flutter_window.cpp", "C++", -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -13, -62
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/flutter_window.h", "C++", -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -9, -34
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/main.cpp", "C++", -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -10, -44
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/resource.h", "C++", -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -17
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/utils.cpp", "C++", -53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -10, -65
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/utils.h", "C++", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -20
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/win32_window.cpp", "C++", -183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -48, -246
"/Users/xusun/Desktop/Flutter/offershow/windows/runner/win32_window.h", "C++", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -22, -99
"Total", "-", -762, -75, -355, -1015, -99, -1027, -8, -482, -69, -248, -6, -80, -10, -459, -920, -5615
